,id,year,month,day,country,state,latitude,longitude,target,weapon,casualties,injuries,total
59126,2.00E+11,1995,5,17,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59127,2.00E+11,1995,5,17,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59128,2.00E+11,1995,5,17,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59129,2.00E+11,1995,5,17,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59130,2.00E+11,1995,5,17,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59131,2.00E+11,1995,5,17,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59132,2.00E+11,1995,5,17,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59133,2.00E+11,1995,5,17,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59134,2.00E+11,1995,5,17,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59141,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59142,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59143,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59144,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59145,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59146,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59147,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59148,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59149,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59150,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59151,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59152,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59153,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59154,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59155,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59156,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59157,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59158,2.00E+11,1995,5,18,India,Jammu and Kashmir,33.778175,76.576171,Private Citizens & Property,Incendiary,0,0,0
59270,2.00E+11,1995,5,23,India,Jammu and Kashmir,33.8629,74.766298,Government (General),Unknown,0,1,1
59324,2.00E+11,1995,5,30,India,Jammu and Kashmir,33.733336,75.148983,Military,Explosives/Bombs/Dynamite,5,0,5
59415,2.00E+11,1995,6,6,India,Manipur,24.251281,94.301304,Private Citizens & Property,Firearms,13,20,33
59473,2.00E+11,1995,6,12,India,Uttar Pradesh,25.55104,82.088374,Terrorists/Non-State Militia,Unknown,1,1,2
59530,2.00E+11,1995,6,16,India,Jammu and Kashmir,33.733336,75.148983,Military,Explosives/Bombs/Dynamite,8,2,10
59662,2.00E+11,1995,7,3,India,Tamil Nadu,13.08268,80.270718,Government (General),Explosives/Bombs/Dynamite,1,0,1
59663,2.00E+11,1995,7,3,India,Bihar,25.611,85.144,Government (General),Explosives/Bombs/Dynamite,1,2,3
59675,2.00E+11,1995,7,4,India,Jammu and Kashmir,33.778175,76.576171,Tourists,Unknown,1,0,1
59706,2.00E+11,1995,7,8,India,Unknown,,,Tourists,Unknown,0,0,0
59727,2.00E+11,1995,7,10,India,Tamil Nadu,13.08268,80.270718,Journalists & Media,Explosives/Bombs/Dynamite,0,2,2
59730,2.00E+11,1995,7,11,India,Unknown,,,Police,Explosives/Bombs/Dynamite,8,9,17
59743,2.00E+11,1995,7,13,India,Rajasthan,28.107778,75.487222,Police,Unknown,5,6,11
59775,2.00E+11,1995,7,17,India,Jammu and Kashmir,34.083658,74.797368,Government (General),Explosives/Bombs/Dynamite,0,2,2
59801,2.00E+11,1995,7,20,India,Jammu and Kashmir,32.726602,74.857026,Business,Explosives/Bombs/Dynamite,16,46,62
59821,2.00E+11,1995,7,22,India,Jammu and Kashmir,32.983025,75.710981,Military,Unknown,9,0,9
59837,2.00E+11,1995,7,24,India,Assam,25.523766,93.096719,Police,Firearms,5,4,9
59887,2.00E+11,1995,7,26,India,Jammu and Kashmir,32.726602,74.857026,Unknown,Explosives/Bombs/Dynamite,1,27,28
59909,2.00E+11,1995,7,28,India,Unknown,,,Business,Unknown,0,0,0
59961,2.00E+11,1995,8,5,India,Jammu and Kashmir,33.14575,75.548049,Military,Firearms,1,1,2
59970,2.00E+11,1995,8,7,India,Jammu and Kashmir,34.083658,74.797368,Unknown,Explosives/Bombs/Dynamite,0,0,0
59971,2.00E+11,1995,8,7,India,Jammu and Kashmir,34.083658,74.797368,Unknown,Explosives/Bombs/Dynamite,0,0,0
59980,2.00E+11,1995,8,8,India,Jammu and Kashmir,34.016075,75.31498,Police,Explosives/Bombs/Dynamite,0,2,2
59981,2.00E+11,1995,8,8,India,Jammu and Kashmir,34.016075,75.31498,Business,Explosives/Bombs/Dynamite,0,14,14
59983,2.00E+11,1995,8,8,India,Jammu and Kashmir,34.016075,75.31498,Private Citizens & Property,Explosives/Bombs/Dynamite,0,0,0
59984,2.00E+11,1995,8,8,India,Jammu and Kashmir,34.016075,75.31498,Private Citizens & Property,Explosives/Bombs/Dynamite,0,0,0
59986,2.00E+11,1995,8,9,India,Jammu and Kashmir,34.083658,74.797368,Private Citizens & Property,Explosives/Bombs/Dynamite,0,2,2
59991,2.00E+11,1995,8,10,India,Jammu and Kashmir,34.016075,75.31498,Private Citizens & Property,Explosives/Bombs/Dynamite,0,0,0
59992,2.00E+11,1995,8,10,India,Jammu and Kashmir,34.016075,75.31498,Private Citizens & Property,Explosives/Bombs/Dynamite,0,1,1
59993,2.00E+11,1995,8,10,India,Jammu and Kashmir,34.083658,74.797368,Religious Figures/Institutions,Firearms,1,1,2
59995,2.00E+11,1995,8,11,India,Jammu and Kashmir,34.083658,74.797368,Unknown,Explosives/Bombs/Dynamite,0,0,0
59996,2.00E+11,1995,8,11,India,Jammu and Kashmir,34.083658,74.797368,Unknown,Explosives/Bombs/Dynamite,0,0,0
59997,2.00E+11,1995,8,11,India,Jammu and Kashmir,34.083658,74.797368,Unknown,Explosives/Bombs/Dynamite,0,0,0
60036,2.00E+11,1995,8,15,India,Jammu and Kashmir,32.726602,74.857026,Unknown,Explosives/Bombs/Dynamite,0,10,10
60040,2.00E+11,1995,8,16,India,West Bengal,22.595741,88.263682,Private Citizens & Property,Explosives/Bombs/Dynamite,0,14,14
60041,2.00E+11,1995,8,16,India,West Bengal,22.572646,88.363895,Transportation,Explosives/Bombs/Dynamite,0,1,1
60062,2.00E+11,1995,8,21,India,Unknown,,,Private Citizens & Property,Unknown,0,0,0
60063,2.00E+11,1995,8,21,India,Unknown,,,Private Citizens & Property,Unknown,0,0,0
60168,2.00E+11,1995,8,31,India,Chandigarh,30.733315,76.779418,Government (General),Explosives/Bombs/Dynamite,16,30,46
60265,2.00E+11,1995,9,4,India,Jammu and Kashmir,34.083658,74.797368,Military,Explosives/Bombs/Dynamite,13,25,38
60286,2.00E+11,1995,9,7,India,Jammu and Kashmir,34.083658,74.797368,Journalists & Media,Explosives/Bombs/Dynamite,1,2,3
60313,2.00E+11,1995,9,11,India,Tamil Nadu,13.08268,80.270718,Government (General),Explosives/Bombs/Dynamite,0,0,0
60314,2.00E+11,1995,9,11,India,Tamil Nadu,13.08268,80.270718,Government (General),Explosives/Bombs/Dynamite,0,0,0
60323,2.00E+11,1995,9,13,India,Jammu and Kashmir,33.934629,75.152984,Police,Firearms,1,0,1
60328,2.00E+11,1995,9,14,India,Jammu and Kashmir,34.083658,74.797368,Terrorists/Non-State Militia,Firearms,1,1,2
60425,2.00E+11,1995,9,25,India,Delhi,28.658188,77.227403,Unknown,Explosives/Bombs/Dynamite,0,23,23
60426,2.00E+11,1995,9,25,India,Delhi,28.658188,77.227403,Unknown,Explosives/Bombs/Dynamite,0,23,23
60429,2.00E+11,1995,9,26,India,Delhi,28.658188,77.227403,Unknown,Explosives/Bombs/Dynamite,0,1,1
60430,2.00E+11,1995,9,26,India,Haryana,29.390946,76.963502,Transportation,Explosives/Bombs/Dynamite,0,8,8
60445,2.00E+11,1995,9,29,India,Maharashtra,19.218331,72.97809,Transportation,Incendiary,0,0,0
60446,2.00E+11,1995,9,29,India,Jammu and Kashmir,34.083658,74.797368,Religious Figures/Institutions,Firearms,0,0,0
60654,2.00E+11,1995,10,17,India,Jammu and Kashmir,34.083658,74.797368,Private Citizens & Property,Unknown,1,0,1
60667,2.00E+11,1995,10,19,India,Jammu and Kashmir,34.4475,74.584722,Transportation,Firearms,0,0,0
60693,2.00E+11,1995,10,22,India,Jammu and Kashmir,34.16047,74.555116,Police,Explosives/Bombs/Dynamite,5,5,10
60762,2.00E+11,1995,10,29,India,Assam,25.846525,93.429875,Transportation,Explosives/Bombs/Dynamite,4,15,19
60777,2.00E+11,1995,10,30,India,Jammu and Kashmir,34.083658,74.797368,Terrorists/Non-State Militia,Explosives/Bombs/Dynamite,0,0,0
60783,2.00E+11,1995,10,31,India,Assam,26.401436,90.266699,Military,Explosives/Bombs/Dynamite,3,3,6
60827,2.00E+11,1995,11,8,India,Jammu and Kashmir,34.286763,74.462401,Government (General),Firearms,1,0,1
60853,2.00E+11,1995,11,13,India,Maharashtra,19.075984,72.877656,Airports & Aircraft,Firearms,1,1,2
60864,2.00E+11,1995,11,15,India,Jammu and Kashmir,33.137578,75.554599,Government (General),Firearms,0,0,0
60878,2.00E+11,1995,11,19,India,Assam,26.200605,92.937574,Transportation,Firearms,8,0,8
60889,2.00E+11,1995,11,21,India,Delhi,28.632381,77.220004,Business,Explosives/Bombs/Dynamite,0,23,23
60911,2.00E+11,1995,11,22,India,Uttar Pradesh,25.448426,78.568459,Business,Explosives/Bombs/Dynamite,2,0,2
60912,2.00E+11,1995,11,22,India,Jammu and Kashmir,33.731125,75.148701,Government (General),Firearms,1,0,1
60921,2.00E+11,1995,11,24,India,Jammu and Kashmir,33.778175,76.576171,Police,Unknown,5,16,21
60935,2.00E+11,1995,11,27,India,Unknown,,,Police,Explosives/Bombs/Dynamite,0,11,11
60958,2.00E+11,1995,12,1,India,Andhra Pradesh,15.505723,80.049922,Government (General),Firearms,2,2,4
60962,2.00E+11,1995,12,2,India,Nagaland,26.158435,94.562443,Police,Unknown,9,6,15
60981,2.00E+11,1995,12,6,India,Punjab,30.900965,75.857276,Private Citizens & Property,Explosives/Bombs/Dynamite,0,22,22
60991,2.00E+11,1995,12,8,India,Jammu and Kashmir,34.083658,74.797368,Journalists & Media,Firearms,0,1,1
61224,2.00E+11,1996,1,3,India,Delhi,28.632381,77.220004,Private Citizens & Property,Explosives/Bombs/Dynamite,13,38,51
61246,2.00E+11,1996,1,5,India,Jammu and Kashmir,33.20141,75.646993,Private Citizens & Property,Firearms,15,0,15
61401,2.00E+11,1996,1,20,India,Bihar,24.795821,85.00252,Police,Incendiary,7,0,7
61407,2.00E+11,1996,1,21,India,Jammu and Kashmir,33.778175,76.576171,Police,Firearms,7,11,18
61426,2.00E+11,1996,1,24,India,Jammu and Kashmir,34.083658,74.797368,Government (General),Firearms,1,0,1
61434,2.00E+11,1996,1,26,India,Rajasthan,26.912434,75.787271,Government (General),Explosives/Bombs/Dynamite,0,1,1
61435,2.00E+11,1996,1,26,India,Jammu and Kashmir,34.083658,74.797368,Government (General),Explosives/Bombs/Dynamite,0,0,0
61436,2.00E+11,1996,1,26,India,Manipur,24.817011,93.936844,Military,Explosives/Bombs/Dynamite,2,3,5
61437,2.00E+11,1996,1,26,India,Jammu and Kashmir,34.083658,74.797368,Government (General),Explosives/Bombs/Dynamite,0,0,0
61470,2.00E+11,1996,1,30,India,Karnataka,12.971599,77.594563,Business,Unknown,0,0,0
61562,2.00E+11,1996,2,13,India,Jammu and Kashmir,33.733336,75.148983,Military,Explosives/Bombs/Dynamite,11,0,11
61658,2.00E+11,1996,2,25,India,Jammu and Kashmir,34.083658,74.797368,Government (General),Explosives/Bombs/Dynamite,0,0,0
61659,2.00E+11,1996,2,25,India,Jammu and Kashmir,34.083658,74.797368,Government (General),Explosives/Bombs/Dynamite,0,0,0
61660,2.00E+11,1996,2,25,India,Jammu and Kashmir,34.083658,74.797368,Government (General),Firearms,0,0,0
61677,2.00E+11,1996,2,26,India,Unknown,,,Military,Explosives/Bombs/Dynamite,7,1,8
61678,2.00E+11,1996,2,26,India,Manipur,24.817011,93.936844,Private Citizens & Property,Explosives/Bombs/Dynamite,0,0,0
61718,2.00E+11,1996,3,2,India,Manipur,24.817011,93.936844,Private Citizens & Property,Explosives/Bombs/Dynamite,1,3,4
61719,2.00E+11,1996,3,2,India,Andhra Pradesh,18.658327,84.23601,Private Citizens & Property,Explosives/Bombs/Dynamite,1,3,4
61723,2.00E+11,1996,3,3,India,Tamil Nadu,9.451517,77.554421,Private Citizens & Property,Unknown,1,0,1
61724,2.00E+11,1996,3,3,India,Andhra Pradesh,16.687615,81.491741,Police,Explosives/Bombs/Dynamite,1,3,4
61744,2.00E+11,1996,3,6,India,Jammu and Kashmir,34.083658,74.797368,Journalists & Media,Explosives/Bombs/Dynamite,0,0,0
61774,2.00E+11,1996,3,9,India,Tamil Nadu,9.451517,77.554421,Private Citizens & Property,Melee,4,0,4
61775,2.00E+11,1996,3,9,India,Jammu and Kashmir,34.083658,74.797368,NGO,Unknown,1,0,1
61794,2.00E+11,1996,3,11,India,Assam,26.401436,90.266699,Military,Explosives/Bombs/Dynamite,4,0,4
61854,2.00E+11,1996,3,18,India,Manipur,24.663717,93.906269,Police,Firearms,5,5,10
61873,2.00E+11,1996,3,20,India,Jammu and Kashmir,33.871517,74.89955,Journalists & Media,Unknown,1,0,1
61908,2.00E+11,1996,3,24,India,Jammu and Kashmir,34.083658,74.797368,Police,Firearms,11,0,11
61911,2.00E+11,1996,3,25,India,Uttar Pradesh,26.760555,83.373167,Government (General),Explosives/Bombs/Dynamite,7,100,107
61920,2.00E+11,1996,3,26,India,Jammu and Kashmir,34.083658,74.797368,Government (General),Unknown,0,0,0
61962,2.00E+11,1996,4,3,India,Tripura,23.830782,91.28619633,Military,Unknown,5,0,5
61985,2.00E+11,1996,4,7,India,Tamil Nadu,9.674022,78.102273,Unknown,Explosives/Bombs/Dynamite,2,0,2
61986,2.00E+11,1996,4,7,India,Andhra Pradesh,13.609575,79.449794,Unknown,Explosives/Bombs/Dynamite,3,0,3
62003,2.00E+11,1996,4,8,India,Tamil Nadu,9.451517,77.554421,Business,Melee,1,0,1
62004,2.00E+11,1996,4,8,India,Tamil Nadu,9.451517,77.554421,Transportation,Incendiary,1,0,1
62005,2.00E+11,1996,4,8,India,Jammu and Kashmir,33.871517,74.89955,Government (General),Firearms,1,0,1
62033,2.00E+11,1996,4,9,India,Manipur,24.663717,93.906269,Police,Firearms,12,0,12
62034,2.00E+11,1996,4,9,India,Jammu and Kashmir,33.440556,75.806111,Government (General),Firearms,0,0,0
62040,2.00E+11,1996,4,10,India,Jammu and Kashmir,33.778175,76.576171,Business,Explosives/Bombs/Dynamite,3,0,3
62041,2.00E+11,1996,4,10,India,Karnataka,13.997762,74.540469,Violent Political Party,Firearms,1,0,1
62042,2.00E+11,1996,4,10,India,Jammu and Kashmir,34.083658,74.797368,Government (General),Explosives/Bombs/Dynamite,0,0,0
62043,2.00E+11,1996,4,10,India,Jammu and Kashmir,34.083658,74.797368,Government (General),Explosives/Bombs/Dynamite,0,0,0
62052,2.00E+11,1996,4,12,India,Manipur,24.817011,93.936844,Unknown,Explosives/Bombs/Dynamite,1,7,8
62053,2.00E+11,1996,4,12,India,Manipur,24.817011,93.936844,Unknown,Explosives/Bombs/Dynamite,1,7,8
62054,2.00E+11,1996,4,12,India,Manipur,24.817011,93.936844,Unknown,Explosives/Bombs/Dynamite,1,7,8
62055,2.00E+11,1996,4,12,India,Manipur,24.817011,93.936844,Unknown,Explosives/Bombs/Dynamite,1,7,8
62056,2.00E+11,1996,4,12,India,Manipur,24.817011,93.936844,Unknown,Explosives/Bombs/Dynamite,1,7,8
62077,2.00E+11,1996,4,15,India,Jammu and Kashmir,33.681457,75.169103,Government (General),Explosives/Bombs/Dynamite,0,0,0
62078,2.00E+11,1996,4,15,India,Jammu and Kashmir,32.726602,74.857026,Transportation,Explosives/Bombs/Dynamite,0,0,0
62089,2.00E+11,1996,4,16,India,Jammu and Kashmir,34.083658,74.797368,Police,Explosives/Bombs/Dynamite,2,27,29
62103,2.00E+11,1996,4,18,India,Manipur,24.817011,93.936844,Police,Unknown,5,5,10
62104,2.00E+11,1996,4,18,India,Manipur,24.817011,93.936844,Military,Firearms,3,2,5
62148,2.00E+11,1996,4,25,India,Assam,26.200605,92.937574,Government (General),Unknown,5,0,5
62149,2.00E+11,1996,4,25,India,Manipur,24.817011,93.936844,Private Citizens & Property,Explosives/Bombs/Dynamite,4,6,10
62165,2.00E+11,1996,4,27,India,Andhra Pradesh,15.478569,78.483093,Government (General),Explosives/Bombs/Dynamite,0,3,3
62166,2.00E+11,1996,4,27,India,Andhra Pradesh,15.478569,78.483093,Government (General),Explosives/Bombs/Dynamite,0,3,3
62167,2.00E+11,1996,4,27,India,Uttar Pradesh,28.831631,77.577959,Transportation,Explosives/Bombs/Dynamite,12,20,32
62184,2.00E+11,1996,4,29,India,Andhra Pradesh,15.9129,79.739988,Private Citizens & Property,Firearms,2,0,2
62185,2.00E+11,1996,4,29,India,Andhra Pradesh,15.9129,79.739988,Unknown,Explosives/Bombs/Dynamite,1,0,1
62186,2.00E+11,1996,4,29,India,Maharashtra,19.075984,72.877656,Government (General),Firearms,1,0,1
62190,2.00E+11,1996,4,30,India,Andhra Pradesh,15.9129,79.739988,Private Citizens & Property,Melee,2,0,2
62204,2.00E+11,1996,5,2,India,Bihar,25.096074,85.313119,Private Citizens & Property,Firearms,4,0,4
62205,2.00E+11,1996,5,2,India,Sikkim,27.532972,88.512218,Private Citizens & Property,Unknown,0,3,3
62206,2.00E+11,1996,5,2,India,Orissa,20.951665,85.098524,Government (General),Unknown,0,0,0
62207,2.00E+11,1996,5,2,India,Orissa,20.951665,85.098524,Government (General),Unknown,0,0,0
62208,2.00E+11,1996,5,2,India,Orissa,20.951665,85.098524,Government (General),Unknown,0,0,0
62209,2.00E+11,1996,5,2,India,Bihar,25.096074,85.313119,Unknown,Explosives/Bombs/Dynamite,2,0,2
62210,2.00E+11,1996,5,2,India,Andhra Pradesh,15.9129,79.739988,Police,Explosives/Bombs/Dynamite,1,2,3
62228,2.00E+11,1996,5,5,India,Bihar,25.096074,85.313119,Police,Firearms,4,0,4
62229,2.00E+11,1996,5,5,India,Jammu and Kashmir,34.083658,74.797368,Private Citizens & Property,Firearms,8,1,9
62236,2.00E+11,1996,5,6,India,Jammu and Kashmir,34.083658,74.797368,Police,Explosives/Bombs/Dynamite,0,3,3
62237,2.00E+11,1996,5,6,India,Jammu and Kashmir,34.083658,74.797368,Business,Explosives/Bombs/Dynamite,0,0,0
62238,2.00E+11,1996,5,6,India,Assam,26.200605,92.937574,Government (General),Firearms,10,0,10
62241,2.00E+11,1996,5,7,India,Bihar,25.096074,85.313119,Police,Explosives/Bombs/Dynamite,2,4,6
62242,2.00E+11,1996,5,7,India,Bihar,25.468817,84.519985,Private Citizens & Property,Firearms,3,0,3
62243,2.00E+11,1996,5,7,India,Orissa,20.951665,85.098524,Government (General),Unknown,0,1,1
62285,2.00E+11,1996,5,12,India,Tripura,24.06718,91.605672,Private Citizens & Property,Firearms,8,4,12
62318,2.00E+11,1996,5,16,India,Assam,26.200605,92.937574,Transportation,Explosives/Bombs/Dynamite,2,6,8
62324,2.00E+11,1996,5,17,India,Assam,26.200605,92.937574,Journalists & Media,Firearms,1,1,2
62330,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62331,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62332,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62333,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62334,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62335,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62336,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62337,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62338,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62339,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62340,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62341,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62342,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62343,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62344,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62345,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62346,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62347,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62348,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62349,2.00E+11,1996,5,18,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62368,2.00E+11,1996,5,20,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62369,2.00E+11,1996,5,20,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62370,2.00E+11,1996,5,20,India,Assam,26.401436,90.266699,Private Citizens & Property,Incendiary,1,0,1
62371,2.00E+11,1996,5,20,India,Jammu and Kashmir,34.083658,74.797368,Police,Explosives/Bombs/Dynamite,0,7,7
62379,2.00E+11,1996,5,21,India,Delhi,28.632381,77.220004,Private Citizens & Property,Explosives/Bombs/Dynamite,13,38,51
62384,2.00E+11,1996,5,22,India,Rajasthan,27.049968,76.926854,Transportation,Explosives/Bombs/Dynamite,14,30,44
62385,2.00E+11,1996,5,22,India,Nagaland,26.091035,94.258974,Military,Firearms,6,5,11
62386,2.00E+11,1996,5,22,India,Assam,26.200605,92.937574,Private Citizens & Property,Unknown,2,0,2
62387,2.00E+11,1996,5,22,India,Rajasthan,27.023803,74.217933,Transportation,Explosives/Bombs/Dynamite,8,30,38
62417,2.00E+11,1996,5,25,India,Jammu and Kashmir,33.14575,75.548049,Private Citizens & Property,Explosives/Bombs/Dynamite,1,46,47
62432,2.00E+11,1996,5,27,India,Jammu and Kashmir,34.083658,74.797368,Police,Firearms,0,0,0
62433,2.00E+11,1996,5,27,India,Jammu and Kashmir,34.083658,74.797368,Police,Firearms,0,0,0
62434,2.00E+11,1996,5,27,India,Jammu and Kashmir,34.083658,74.797368,Police,Firearms,0,0,0
62444,2.00E+11,1996,5,28,India,Jammu and Kashmir,34.083658,74.797368,Business,Explosives/Bombs/Dynamite,0,0,0
62450,2.00E+11,1996,5,29,India,Jammu and Kashmir,34.083658,74.797368,Business,Explosives/Bombs/Dynamite,0,0,0
62463,2.00E+11,1996,5,30,India,Jammu and Kashmir,34.083658,74.797368,Unknown,Explosives/Bombs/Dynamite,0,0,0
62464,2.00E+11,1996,5,30,India,Jammu and Kashmir,34.083658,74.797368,Unknown,Explosives/Bombs/Dynamite,0,0,0
62465,2.00E+11,1996,5,30,India,Jammu and Kashmir,34.083658,74.797368,Unknown,Explosives/Bombs/Dynamite,0,0,0
62466,2.00E+11,1996,5,30,India,West Bengal,22.572646,88.363895,Police,Explosives/Bombs/Dynamite,3,7,10
62477,2.00E+11,1996,5,31,India,West Bengal,22.572646,88.363895,Police,Explosives/Bombs/Dynamite,1,3,4
62492,2.00E+11,1996,6,2,India,Jammu and Kashmir,33.733336,75.148983,Government (General),Melee,5,0,5
62525,2.00E+11,1996,6,7,India,Jammu and Kashmir,34.083658,74.797368,Government (General),Explosives/Bombs/Dynamite,0,5,5
62663,2.00E+11,1996,6,29,India,Jammu and Kashmir,34.377922,74.40102,Military,Explosives/Bombs/Dynamite,0,8,8
62697,2.00E+11,1996,7,5,India,Nagaland,25.906267,93.72759,Military,Explosives/Bombs/Dynamite,2,0,2
62701,2.00E+11,1996,7,6,India,Jammu and Kashmir,33.778175,76.576171,Business,Firearms,11,0,11
62717,2.00E+11,1996,7,8,India,Jammu and Kashmir,34.083658,74.797368,Journalists & Media,Unknown,0,0,0
62726,2.00E+11,1996,7,9,India,Nagaland,25.906267,93.72759,Military,Explosives/Bombs/Dynamite,6,4,10
62732,2.00E+11,1996,7,11,India,Bihar,25.658333,84.911389,Private Citizens & Property,Firearms,8,5,13
62755,2.00E+11,1996,7,15,India,Jammu and Kashmir,34.083658,74.797368,Tourists,Firearms,6,0,6
62775,2.00E+11,1996,7,17,India,Manipur,24.644924,93.99929,Military,Firearms,9,3,12
62785,2.00E+11,1996,7,19,India,Jammu and Kashmir,34.083658,74.797368,Military,Explosives/Bombs/Dynamite,1,5,6
62926,2.00E+11,1996,7,29,India,Jammu and Kashmir,34.205141,74.349494,Religious Figures/Institutions,Explosives/Bombs/Dynamite,2,100,102
62927,2.00E+11,1996,7,29,India,Jammu and Kashmir,34.083658,74.797368,Private Citizens & Property,Explosives/Bombs/Dynamite,0,25,25
62955,2.00E+11,1996,8,1,India,Jammu and Kashmir,34.083658,74.797368,Journalists & Media,Unknown,0,0,0
62963,2.00E+11,1996,8,2,India,Assam,26.019955,89.993571,Police,Firearms,4,0,4
63049,2.00E+11,1996,8,15,India,Assam,26.524472,91.350511,Police,Explosives/Bombs/Dynamite,1,0,1
63065,2.00E+11,1996,8,17,India,Assam,26.980484,94.631367,Military,Explosives/Bombs/Dynamite,0,0,0
63070,2.00E+11,1996,8,18,India,Madhya Pradesh,23.093895,77.511151,NGO,Melee,0,0,0
63071,2.00E+11,1996,8,18,India,Meghalaya,25.155392,91.736984,Police,Firearms,12,7,19
63072,2.00E+11,1996,8,18,India,Assam,26.200605,92.937574,Military,Explosives/Bombs/Dynamite,2,5,7
